"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1990",0.000004108,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1991",27.80840108,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1992",26.278165516,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1993",26.244478453,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1994",25.54124443,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1995",25.407555061,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1996",27.328711375,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1997",28.873698418,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1998",26.653348557,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1999",27.98166484,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2000",26.41187439,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2001",24.51133092,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2002",25.166735679,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2003",25.861882531,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2004",28.61969874,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2005",27.108576302,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2006",26.967863713,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2007",24.131309129,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2008",23.331477024,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2009",23.466541955,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2010",25.349441592,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2011",23.347580441,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2012",22.515223785,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2013",23.851057595,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2014",22.704256867,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2015",14.668203816,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2016",16.446292611,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2017",21.106295095,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2018",20.936759433,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2019",21.438601117,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2020",20.344018786,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2021",19.246701499,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2022",19.197448564,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2023",19.143446605,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2024",18.80663126,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2025",18.480727684,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2026",18.811601066,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2027",18.11144714,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1990",0.000004577,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1991",14.45115368,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1992",15.183231816,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1993",15.010181094,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1994",15.572628153,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1995",15.579968468,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1996",14.412587177,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1997",14.793363766,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1998",15.193009142,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1999",15.132197033,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2000",15.139784242,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2001",15.239281272,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2002",15.995141441,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2003",17.448408707,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2004",17.735478138,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2005",18.652742936,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2006",17.987479571,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2007",19.707587854,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2008",19.307243216,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2009",19.898254228,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2010",20.196206063,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2011",19.674788633,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2012",20.609870102,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2013",20.090457343,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2014",20.112880568,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2015",22.149994465,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2016",22.335766934,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2017",21.262873725,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2018",21.021753344,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2019",21.438101262,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2020",21.842940461,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2021",22.277263877,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2022",22.656614992,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2023",22.491055889,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2024",22.394318871,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2025",22.316681134,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2026",22.259760513,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2027",22.200370134,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1990",21.69277474,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1991",22.650498534,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1992",22.934627247,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1993",23.942471096,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1994",23.791650064,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1995",24.204730847,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1996",24.34074117,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1997",26.798969433,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1998",27.405747421,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1999",28.654298327,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2000",29.22490856,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2001",30.802812616,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2002",31.528995668,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2003",31.502409323,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2004",33.833272806,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2005",34.27571893,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2006",35.752504881,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2007",33.855330482,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2008",34.373859415,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2009",34.020324455,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2010",40.714010292,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2011",40.480654572,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2012",40.221814651,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2013",41.084881655,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2014",41.559466024,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2015",43.517847036,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2016",43.880141044,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2017",44.009313384,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2018",43.863330618,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2019",44.044133675,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2020",45.106857041,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2021",46.097551752,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2022",47.154358312,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2023",47.019877193,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2024",46.850342531,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2025",46.656395863,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2026",46.451092901,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2027",46.075185836,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1990",18.923141264,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1991",19.322551396,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1992",17.875044466,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1993",17.406758691,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1994",18.41739132,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1995",15.045327175,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1996",14.728643742,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1997",14.996964316,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1998",15.411696191,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1999",15.188768193,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2000",16.304111801,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2001",14.919990825,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2002",13.726904169,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2003",12.107972252,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2004",11.943094729,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2005",11.956337501,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2006",12.341821757,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2007",12.568424784,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2008",10.986656844,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2009",10.33917904,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2010",8.98722076,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2011",8.066857271,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2012",8.754316271,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2013",8.76198894,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2014",8.178865199,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2015",9.490781559,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2016",7.651229725,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2017",8.569871813,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2018",8.40854457,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2019",8.556091967,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2020",8.169947452,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2021",8.186416234,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2022",8.369754781,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2023",8.249658936,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2024",8.153183536,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2025",8.061476677,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2026",7.968465176,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2027",7.885205976,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1990",24.864912677,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1991",24.320258591,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1992",23.695982822,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1993",22.675218537,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1994",23.093630827,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1995",23.177033006,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1996",22.920398505,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1997",22.982163083,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1998",23.258232931,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1999",23.681579335,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2000",23.298358886,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2001",22.394780719,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2002",22.312874644,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2003",23.550892844,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2004",22.615563533,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2005",21.909973678,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2006",21.639157627,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2007",22.085717216,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2008",21.430377464,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2009",20.407413994,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2010",20.178488374,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2011",19.691783592,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2012",19.803820619,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2013",19.558180655,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2014",18.208950966,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2015",16.379798957,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2016",17.442536639,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2017",17.281666209,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2018",16.775020189,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2019",16.754977145,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2020",16.852296878,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2021",17.010932013,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2022",16.917303896,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2023",16.733990768,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2024",16.609885844,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2025",16.488865355,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2026",16.325910283,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2027",16.186900656,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1990",20.484076586,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1991",20.253503936,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1992",22.216428349,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1993",21.625424593,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1994",22.240365769,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1995",21.769846874,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1996",20.364226248,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1997",19.927294549,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1998",22.478185629,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1999",23.551538385,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2000",22.468868377,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2001",22.698940252,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2002",21.851884153,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2003",19.723706349,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2004",20.917469574,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2005",18.078194982,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2006",18.380300821,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2007",19.64149163,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2008",18.66349151,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2009",18.45777086,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2010",17.274011911,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2011",16.748602825,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2012",17.445309744,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2013",16.344943193,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2014",16.102190642,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2015",18.034225479,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2016",16.120869208,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2017",16.541302624,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2018",16.777898388,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2019",16.317898414,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2020",16.298875335,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2021",16.357029854,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2022",16.190279187,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2023",15.990305455,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2024",15.918540878,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2025",15.771060203,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2026",15.621686271,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2027",15.597837748,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1990",25.836966043,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1991",25.803597626,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1992",25.830415056,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1993",26.370751979,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1994",28.004367311,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1995",27.759586865,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1996",27.587018517,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1997",28.018239135,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1998",28.575170247,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1999",29.767076489,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2000",31.182077887,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2001",32.290244299,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2002",32.581468412,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2003",32.718971996,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.887420675,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.09669949,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2006",33.426676089,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2007",33.554323589,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2008",33.715870258,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2009",33.208472561,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2010",32.814542899,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2011",31.793218377,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2012",31.513339881,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2013",31.862016194,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2014",32.670599927,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2015",34.099482919,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2016",34.734187141,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2017",35.146960283,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2018",35.242808283,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2019",35.286211344,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2020",35.347890647,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2021",35.411520955,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2022",35.54863022,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2023",35.736271874,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2024",35.938027474,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2025",36.13057647,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2026",36.305532351,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2027",36.479070199,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.729611146,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.763444065,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.740354738,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.751539838,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.722467863,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.712582202,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.663371833,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.651252059,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.729299167,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.753036559,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.828874159,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.910218596,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.90947891,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.951570526,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.972840537,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.98199045,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.065313936,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.069756534,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.023456088,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.012046731,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.953179913,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.931504679,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.847710326,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.878617305,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.922149665,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.910607872,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.895526244,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.900059692,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.877000605,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.844896377,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2020",0.832717998,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2021",0.838664734,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2022",0.835550027,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2023",0.817533943,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2024",0.804357563,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2025",0.789679585,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2026",0.773993511,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2027",0.760920791,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1990",5.999810498,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1991",6.400344757,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1992",6.64958158,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1993",7.285124944,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1994",8.002596143,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1995",8.407724249,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1996",7.965391561,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1997",8.071943711,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1998",8.185813405,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1999",8.173006303,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2000",8.617503088,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2001",7.029356216,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2002",7.127829206,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2003",6.979397724,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2004",6.961678381,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2005",6.23389012,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2006",6.187077364,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2007",6.379489271,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2008",6.384995149,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2009",6.491157789,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.706219442,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.721865982,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2012",6.730751448,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2013",6.726993431,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2014",6.689168633,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2015",6.487353331,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2016",6.748715409,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2017",7.16972054,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2018",7.142984623,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2019",7.176116121,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2020",7.200245181,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2021",7.228629106,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2022",7.256932875,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2023",7.290249884,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2024",7.324684493,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2025",7.361183119,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2026",7.398379927,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2027",7.43834898,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1990",12.97841084,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1991",13.002172221,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1992",13.005145977,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1993",12.899627429,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1994",12.97507054,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1995",13.028317816,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1996",13.676405162,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1997",12.692044763,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1998",12.584821209,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1999",12.863367886,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2000",13.332006127,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2001",13.657893673,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2002",14.333920828,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2003",14.111669509,
